dlga_lady_suggest_elope:lady_conclude_relationship.2|아 {playername}, 당신은 나에게 친절하지만, 그런 일을 위험에 빠뜨릴만큼 당신의 도덕적 섬유질이 확실하지 않습니다. 남편에 대한 애정은별로 없지만 가족의 희망에 반하는 것은 무거울 것이기 때문에 그 단계를 밟을만큼 확실하지 않습니다.
dlga_lady_suggest_elope:lady_conclude_relationship.3|좋은 {playername}-탈피하는 것은 가족과의 관계를 버리는 것입니다. 나는 당신에게 상당한 애정을 가지고 있지만 그 위험에 처할 준비가되어 있는지 잘 모르겠습니다.
dlga_lady_suggest_elope:lady_conclude_relationship.4|좋은 {playername}-나는 당신이 캠페인의 어려움에 익숙하지 않습니다. 집에 전화를하고 싶습니다. 당신이 큰 홀을 가진 성 또는 마을의 주인이라면, 나는 기꺼이 당신의 아내로서 가계의 여주인이 될 것입니다. 그러나 나는 사냥 된 동물처럼 살고 싶지 않습니다.
dlga_lady_suggest_elope:lady_elope_agree|당신과 함께 탈피? 예, 우리는 그렇게 할 수 있습니다. 내 가족을 무시하는 것은 큰 걸음입니다. 그러나 사랑없는 결혼과 당신이없는 삶은 훨씬 더 나쁠 수 있습니다! 그러나 경고하십시오-이것은 나의 {s11}의 명성에 끔찍한 타격이 될 것이며, 그는 당신을 무너 뜨리기 위해 모든 힘을 다할 것입니다.
dlga_lady_elope_agree:lady_elope_agree_nurse|그럼 빨리! 잃을 시간이 없습니다.
dlga_lady_elope_agree:close_window|그의 힘에있는 모든 것이 있다고? 엠 ... 이것에 대해 생각해 보자 ...
dlga_lady_elope_agree_nurse:lady_elope_agree_lady_vows|당신의 주권 ... 당신의 레이디 쉽 ... 당신의 서약 교환을 목격 하시겠습니까?
dlga_lady_elope_agree_lady_vows:lady_elope_agree_nurse_2|그렇습니다. 나는 다음과 같은 맹세를한다 : 나는 {s4}, 고대 땅과 우리 땅의 관습에 따라 {playername}을 (를) 남편으로 받아 들인다는 것을 맹세한다 ...
dlga_lady_elope_agree_nurse_2:lady_elope_agree_player_vows|아주 좋아요 {playername} 님도 아내로서 {s4}을 (를) 수락하도록 맹세합니까?
dlga_lady_elope_agree_player_vows:close_window|나는한다.
dlga_lady_elope_agree_player_vows:close_window.1|어? 이 모든 것이 너무 빠르게 움직입니다 ...
dlga_lady_elope_agree:lady_conclude_relationship|아 진짜? 친애하는-나는 결코 그런 여자와 그녀의 가족을 분리 할 수 없었습니다 ...
dlga_lady_conclude_relationship:lady_conclude_relationship_confirm|그래서 우리 시간이 끝나야한다고 생각합니다.
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_yes|예. 반드시 그래야합니다.
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_no|잠깐만-아마도 우리에게는 여전히 기회가있을 것입니다!
dlga_lady_conclude_relationship_confirm_yes:close_window|작별 인사 {playername}. 우리는이 영역의 법정과 성에서 서로를 볼 것입니다. 그러나 우리는 서로의 거리를 유지해야합니다. 그럼에도 불구하고 저는 요즘을 기억합니다.
dlga_lady_conclude_relationship_confirm_no:close_window|이 경우 미래가 가져 오는 것을 보게 될 것입니다.
dlga_lady_generic_mission_succeeded:lady_pretalk|항상 영광입니다 {s65}.
dlga_lady_premeet:lady_meet|저는 {playername}입니다.
dlga_lady_premeet:lady_meet.1|내 이름은 {playername}입니다. 당신의 서비스에.
dlga_lady_meet:lady_meet_end|물론이야. 마침내 당신의 지인을 만드는 것이 얼마나 훌륭합니다.
dlga_lady_meet:lady_meet_end.1|{선수 이름}? 나는 당신에 대해 들어 본 적이 없습니다.
dlga_lady_meet_end:lady_talk|잠시 은퇴하려고하지만 나중에 더 이야기 할 기회가있을 수 있습니다 ...
dlga_lady_meet_end:lady_talk.1|실례 합니다만 ...
dlga_lady_meet_end:lady_talk.2|무엇을 도와 드릴까요?
dlga_lady_talk:lord_talk_ask_location|누군가의 위치를 알고 싶습니다.
dlga_lady_pretalk:lady_talk|실례 합니다만 ...
dlga_lady_pretalk:lady_talk.1|다른 것이 있습니까?
dlga_lady_talk:lady_relations|당신에 대해 더 많이 알게되어 영광입니다, 아가씨?
dlga_lady_relations:lady_pretalk|{s12}
dlga_lady_talk:lady_profess_admiration|나의 숙녀여, 나는 당신의 가장 열렬한 존경을 표명하고 싶습니다
dlga_lady_talk:lady_tournament_dedication_reaction|나의 숙녀여, 나는이 최근 토너먼트에서의 성공을 당신에게 바치고 싶습니다.
dlga_lady_tournament_dedication_reaction:lady_pretalk|{s9}
dlga_lady_profess_admiration:close_window|{s11} 서로를 더 많이 볼 수 있으면 정말 좋겠습니다.
dlga_lady_profess_admiration:lady_pretalk|아 ... 당신은 너무 친절 ... 내 시간이 늦어지고 있지 않습니까? 나는 정말로 가야한다.
dlga_lady_talk:lady_recite_poetry|당신은시를 좋아합니까, 아가씨?
dlga_lady_recite_poetry:lady_recite_poetry|그것은시에 달려 있습니다. 당신은 구절을 암송하려고 했습니까?
dlga_lady_recite_poetry:lady_recite_poetry_response|마른 대초원 먼지를 날리는 바람 ...
dlga_lady_recite_poetry:lady_recite_poetry_response.1|Ethos의 모든 비단 / Poinsbruk의 모든 모피 ...
dlga_lady_recite_poetry:lady_recite_poetry_response.2|당신은 첫 번째이자 마지막입니다.
dlga_lady_recite_poetry:lady_recite_poetry_response.3|빛이 윈드 홀름 절벽 위로 어둠을 뚫었습니다 ...
dlga_lady_recite_poetry:lady_recite_poetry_response.4|나는 그녀의 회의적인 의문 다트를 / 가장 순수한 헌신으로 만든 갑옷으로 편향 시켰습니다 ...
dlga_lady_recite_poetry:lady_pretalk|사실, 나는 내가 암송하고자하는 것을 생각할 수 없다 ...
dlga_lady_recite_poetry_response:lady_private_conversation_end|{s11}
dlga_lady_private_conversation_end:lady_pretalk|시간이 빨리 지나가고 우리는 여기서 오래 머무를 수 없습니다.
dlga_lady_talk:lady_marriage_discussion|우리 함께 미래가있을 것 같아, 아가씨?
dlga_lady_marriage_discussion:lady_other_suitor|아시다시피, 저는 여러분과 같은 많은 신사들로부터 제안을 받고 있습니다. 나는 아직 내가 그들 중 하나에 헌신 할 수있는 무대에 있지 않다.
dlga_lady_marriage_discussion:lady_proposal_refused|미래에 대해 진지하게 생각하고 있다는 것을 듣는 것이 좋습니다. 그러나 나는 당신과 결혼 할 준비가되기 전에 당신이 세상에서 조금 더 나아지기를 바랍니다.
dlga_lady_marriage_discussion:lady_proposal_refused.1|당신의 의도가 존중된다는 말을 듣는 것이 좋습니다. 그러나 나는 가장 강한 도덕 섬유의 남자와 결혼하기로 결심했습니다. 그런 점에서 더 많은 것을 증명하고 싶습니다.
dlga_lady_marriage_discussion:lady_proposal_refused.2|선생님-저에 대한 당신의 의도가 훌륭하다는 말을 듣는 것은 위로가됩니다. 그러나 그러한 결정을 내리기 전에 서로에 대한 애정이 조금 더 강해지도록 시간을 내야 할 것입니다.
dlga_lady_marriage_discussion:lady_betrothed|오, {playername} 님, 저를 기쁘게 생각합니다! 그러나 내 {s11} {s4}는 절대로 그것을 허용하지 않을 것입니다 ... 아마도 우리가 나누는 것이 가장 좋습니다 ...
dlga_lady_marriage_discussion:close_window|오, {playername} 님, 저를 기쁘게 생각합니다! 내 {s11} {s4}에게 허가를 요청하십시오!
dlga_lady_proposal_refused:lady_proposal_refused_persuade_check|아마도 내가 더 이상 지연하지 않도록 설득 할 수있을 것입니다.
dlga_lady_proposal_refused_persuade_check:lady_proposal_refused_persuade_player_response|당신은 무엇을 말해야합니까?
dlga_lady_proposal_refused_persuade_player_response:lady_proposal_refused_persuade_result|사랑은 장미처럼, 아가씨 뽑아 두지 않으면 시들어 질 수 있습니다.
dlga_lady_proposal_refused_persuade_player_response:lady_pretalk|오, 괜찮아
dlga_lady_proposal_refused_persuade_result:close_window|충분합니다 나는 당신이나 다른 사람과 결혼에 서두르지 않을 것입니다! 당신은 나를 매우 십자가에 만들었습니다. 잠시만 기다려주세요. 다시 말씀 드릴 준비가되면 알려 드리겠습니다.
dlga_lady_proposal_refused_persuade_result:lady_betrothed|오, {playername} 님, 절대 그런 일이 일어나지 못하게했습니다! 오, 우리 만 결혼 할 수 있다면! 그러나 내 {s11} {s4}는 절대 그의 허락을하지 않을 것입니다 ... 아마도 우리가 나누는 것이 가장 좋습니다 ...
dlga_lady_proposal_refused_persuade_result:close_window.1|오, {playername} 님, 절대 그런 일이 일어나지 못하게했습니다! 내 {s11} {s4}에게 우리가 결혼 할 수있는 그의 허락을 구하십시오!
dlga_lady_proposal_refused:close_window|아주 잘-나는 당신의 존중에 합당하게 노력할 것입니다!
dlga_lady_proposal_refused:lady_player_threatens_compel|나는이 게임들에 질려있다! 결혼식 준비에 대해 가족 분들께 말씀 드리겠습니다 ..
dlga_lady_player_threatens_compel:lady_player_threatens_compel_2|뭐? 그걸 의미 한 것이 였니?
dlga_lady_player_threatens_compel_2:lady_private_conversation_end|아뇨. 내 성미를 용서 해줘
dlga_lady_player_threatens_compel_2:close_window|그렇습니다-당신은 당신의 최선의 이익이 무엇인지 명확하게 알지 못합니다.
dlga_lady_other_suitor:lady_pretalk|내 말을 들으면 슬퍼하지만 그런 여자는
dlga_lady_other_suitor:lady_other_suitor_challenge|잘못 만든 사람은 누구입니까! 그의 이름을 말해줘!
dlga_lady_other_suitor:lady_player_threatens_compel|나는이 게임들에 질려있다! 나는 당신의 가족이 나와 결혼하도록 강요 할 것을 요구할 것입니다 ..
dlga_lady_other_suitor_challenge:lady_pretalk|정말 고마워요! 그러나 내가 이해 한 바에 따르면, 당신은 이미 결투를 가지고 있습니다. 당신이 다른 전투에 헌신한다면, 그는 당신과 싸울 영광이 아닙니다. 저 사람의 관심에서 나를 구출하기 위해 서둘러 다른 사업을 마무리하십시오!.
dlga_lady_other_suitor_challenge:lady_pretalk.1|아! 그런 이야기. 그러나 내가 듣는 것에서, 당신은 이미 당신의 손에 결투를 가지고 있습니다. 다른 것을 시작하기 전에 하나를 끝내십시오! 한숨 ... 너무 어리석어
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm|{s5}입니다. 저 사람의 관심에서 나를 구해주세요!
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.1|지금 하시겠습니까? 이것은 흥미 있어야한다. 아주 잘. 라이벌은 {s5}입니다. 어느 쪽이 더 큰 mettle을 가지고 있는지 보자.
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.2|아! 나는 이것이 명예의 문제가 아니기를 바란다. 그래서 나는 그러한 요청을 거절 할 수 있었다. 그러나 아쉽게도, 나는 당신의 라이벌이 {s5}라는 것을 강요받습니다. 나는 하늘이 나에게 그런 공정한 얼굴을 부여하지 않았기를 바란다. 그래서 나는 사람들에게 그러한 열정을 불러 일으키지 않을 것이다!
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.3|나는 그런 말을하지 않을 것입니다! 당신과 {s5}이 (가) 싸워야한다는 것은 말도 안됩니다! 내 입술을 탈출 한 이름을 잊어 버려
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_yes|그러면 그렇게 해! 나는 그에게 무기 시험에 도전 할 것이다!
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_no|두 번째 생각에, 나는 저의 열정을 저와 함께 도망치게했습니다. 신경 쓰지 마.
dlga_lady_other_suitor_challenge_confirm_yes:lady_pretalk|{s15}
dlga_lady_other_suitor_challenge_confirm_no:lady_private_conversation_end|좋은. 성미가 당신을 인도하지 못하게하는 것이 현명합니다.
dlga_lady_talk:lady_ask_for_quest|당신의 호의를 얻기 위해 내가 할 수있는 일이 있습니까?
dlga_lady_ask_for_quest:lady_pretalk|지금 당장 할 다른 일이 없습니다.
dlga_lady_ask_for_quest:lady_mission_told|오, 나는 내 {s17}, {s13}을 다시는 볼 수 없을지도 모른다 ... 그는 {s14}의 지하 감옥에있는 죄수입니다. 우리는 그의 몸값을 협상하려고했지만 너무 높게 설정되었습니다. 우리는 우리가 소유 한 모든 것을 팔지 않으면 서 많은 돈을 벌기를 희망 할 수 없으며, 하나님은 {s13}이 우리를 빈곤하게 만드는 것보다 감옥에서 그의 삶을 보낼 것임을 알고 계십니다. 대신 나는 그를 데리고 나가기위한 계획을 세웠지 만, 누군가 큰 희생을해야하며, 지금까지 나의 청원은 귀 먹은 귀에 떨어졌습니다.
dlga_lady_ask_for_quest:lady_mission_told.1|저의 가난한 {s11} {s13}은 {s14} 던전의 죄수입니다. 우리가 서로 대화 할 수있는 유일한 방법은 가능할 때마다 편지를 교환하는 것입니다. 그러나 여행은 너무 위험해서 그렇게 할 기회가 거의 없습니다. 제발 나 한테 배달해 줄래?
dlga_lady_ask_for_quest:lady_quest_duel_for_lady|친애하는 {playername}, 당신은 친절하게 물어 보지만, 당신은 나의 문제를 거의 알지 못하며, 당신을 대신하여 내 자신을 위험에 빠뜨리라고 요청할 수는 없습니다.
dlga_lady_quest_duel_for_lady:lady_quest_duel_for_lady_2|문제가 무엇인지 말해 주시면 본인이 결정할 수 있습니다.
dlga_lady_quest_duel_for_lady_2:lady_quest_duel_for_lady_3|당신이 원하는대로 아주 잘, 내 남편은 그의 인생 {playername}에서 특정 적을 만들었습니다. 가장 교활한 사람 중 하나는 {s13}입니다. 그는 저에 대해 끔찍한 비난을하고 있으며 매번 내 명예를 위태롭게합니다! 그는 남편을 직접 해칠 수 없기 때문에 나를 우리의 이름을 묻히고 타게하는 대상으로 사용하고 있습니다. 그가 말한 끔찍한 말을 들어야합니다! 나는 그를 중상 모략 할 수있을만큼 용감한 사람이 있었으면 좋겠다. 그러나 {s13}은 매우 훌륭한 검객이며, 그는 크게 두려워한다 ...
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_accepted|나는 그를 두려워하지 않습니다, {s65}. 나는 그의 거짓말을 되 찾을 것이다.
dlga_lady_quest_duel_for_lady_3_accepted:close_window|오! {playername}, 당신에게 물어볼 수는 없지만 ... 나는 당신에게 영원히 빚을 졌을 것입니다. 당신이 내 명예를 변호한다면 그것은 매우 의미가있을 것입니다. 천 번 감사합니다. 나의 모든기도와 호의는 당신과 함께합니다.
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_rejected|그가 그렇게 위험하다면 아마도 그를 무시하는 것이 좋을 것입니다 ...
dlga_lady_quest_duel_for_lady_3_rejected:close_window|아 ... 아마도 당신은 옳습니다. {playername}. 나는이 어리석은 어린 시절의 기사 도와 용기에 대한 생각을 포기해야합니다. {reg63? Men : People}은 더 이상 그렇지 않습니다. 당신에게 좋은 일.
dlga_lady_ask_for_quest:lady_pretalk.1|아니요, {playername}, 지금 챔피언이 필요 없습니다.
dlga_lady_mission_told:lady_mission_accepted|원하는대로 {s65}, 완료됩니다.
dlga_lady_mission_told:lady_mission_rejected|{s66}, 지금 당장 도와 드릴 수 없을 것 같습니다.
dlga_lady_mission_accepted:close_window|귀하는 진정한 {reg63? gentleman : lady}, {playername}입니다. 도와 줘서 고마워
dlga_lady_mission_rejected:close_window|도움이 필요한 여성을 도와주지 않겠습니까? 부끄러워해야합니다, {playername} ... 제발 맡겨주세요. 중요한 자수가 있습니다.
dlga_lady_talk:lady_restore_relation|저는 주님과의 관계를 개선하고 싶습니다. 도와주세요?
dlga_lady_restore_relation:lady_pretalk|{playername} 님, 귀하를 대신하여 행동 할만큼 귀하를 잘 모릅니다. 미안 해요.
dlga_lady_restore_relation:lady_restore_relation_2|흠. 나는 당신이 누군가의 잘못된 편에 있다고 생각합니다. 누구와의 관계를 회복하고 싶습니까?
dlga_lady_restore_relation_2:lady_restore_relation_2b|{s1}
dlga_lady_restore_relation_2:lady_pretalk|신경 쓰지 마. 나는 모든 사람들과 충분히 잘 지냅니다.
dlga_lady_restore_relation_2b:lady_restore_relation_3|글쎄, 난 당신을 도울 수 있습니다. 비싼 선물 몇 개로 {s10}이 (가) 당신을 더 호의적으로 보일 것입니다.
dlga_lady_restore_relation_3:lady_restore_relation_4|{reg10} 디나르에 해당하는 선물을 {reg4? her : him}에게 보내면 {s10}과의 관계를 개선 할 수 있습니다. 그러나 선물에 {reg11} 디나르를 쓸 여유가 있다면 {reg4? her : him}에 좋은 인상을 줄 것입니다. 그리고 {reg12} 디나르까지 올라갈 수 있다면, 실제로 문제를 해결하는 데 도움이됩니다.
dlga_lady_restore_relation_4:lady_restore_relation_5|{reg10} 디나르의 선물이 될 것 같습니다.
dlga_lady_restore_relation_4:lady_restore_relation_5.1|어쩌면 나는 {reg11} 디나르를 감당할 수 있습니다.
dlga_lady_restore_relation_4:lady_restore_relation_5.2|이 경우 {reg12} 디나르를 사용할 준비가되었습니다.
dlga_lady_restore_relation_4:lady_restore_relation_cant_afford|나는 지금 선물을 줄 여유가 없다고 생각합니다.
dlga_lady_restore_relation_5:lady_restore_relation_6|우수한. 그런 다음 적절한 선물을 선택하여 칭찬과 함께 {s10}으로 보내드립니다. 나는 {reg4? 그녀 : 그}가 그 제스처에 감사 할 것이라고 확신한다.
dlga_lady_restore_relation_6:lady_pretalk|도와 줘서 고마워, 마담
dlga_lady_restore_relation_cant_afford:lady_pretalk|이 경우 {playername}에게 큰 도움을 줄 수 없습니다. 미안 해요.
dlga_lady_talk:lady_leave|휴가를 간청해야합니다.
dlga_lady_leave:close_window|{s12}
dlga_convince_begin:convince_options|나는 아직도 당신이 나에게 요구하는 것을 받아 들여야하는 이유를 알지 못합니다.
dlga_convince_options:convince_bribe|그럼 나는 당신의 가치가있을 것입니다. ({reg8} 디나르)
dlga_convince_options:convince_friendship|우정을 위해서 해주세요. (-{reg9} 관계)
dlga_convince_options:convince_persuade_begin|시도하고 설득 시키겠습니다. (설득)
dlga_convince_options:lord_pretalk|신경 쓰지 마.
dlga_convince_bribe:convince_bribe_verify|음, 내 금고에 대한 관대 한 선물은 확실히 문제를 도울 것입니다 ... {reg8} 디나르가해야합니다. 당신이 동의한다면, 나는 당신의 제안과 함께 갈 것입니다.
dlga_convince_bribe_verify:convince_bribe_cant_afford|나는 내 재정이 그런 선물을 허용하지 않을까 두려워합니다.
dlga_convince_bribe_verify:convince_bribe_goon|이 {reg8} 디나르를 제 감사의 표로 받아 들여주십시오.
dlga_convince_bribe_verify:convince_begin|좀 더 생각해 보도록하겠습니다.
dlga_convince_bribe_cant_afford:convince_options|아 이 경우에는 더 이상의 주장이 없다면 내가 할 수있는 일은 거의 없습니다.
dlga_convince_bribe_goon:convince_accept|친애하는 {playername} 님, 귀하의 관대 한 선물로 귀하가 요청한 내용을 재고하게되었으며 귀하의 제안에 대한 지혜에 감사하게되었습니다.
dlga_convince_friendship:convince_friendship_verify|과거에 {playername} 님이 저에게 잘 해주셨으므로, 귀하의 요청과 함께하겠습니다.
dlga_convince_friendship_verify:convince_friendship_go_on|죄송합니다, 친구, 그러나 이것에 당신의 도움이 필요합니다.
dlga_convince_friendship_verify:lord_pretalk|그것이 당신을 기쁘게하지 않는다면, 나는 다른 것을 시도 할 것입니다.
dlga_convince_friendship_go_on:convince_accept|좋습니다. {playername} 님, 귀하의 의견에 동의합니다. 그러나 당신은 이것 때문에 나에게 빚진 것을 기억하십시오.
dlga_convince_friendship:lord_pretalk|나는 당신에게 {playername}에게 호의를 베풀지 않는다고 생각합니다. 나는 이것을 받아 들일 이유가 없다.
dlga_convince_friendship:lord_pretalk.1|지금 농담하는 거지? {playername}에게 호의를 요구하는 신경이 있고, 아무도 얻지 못하게하겠습니다.
dlga_convince_persuade_begin:convince_persuade_begin_2|아주 잘. 당신의 경우를 확인하십시오.
dlga_convince_persuade_begin_2:convince_persuade|[설득하려고 시도]
dlga_convince_persuade_begin_2:convince_begin|잠깐, 아마도 당신을 설득하는 다른 방법이있을 것입니다.
dlga_convince_persuade_begin:lord_pretalk|하나님의 은혜로 {playername}! 우리는 이미 충분히 이야기하지 않았습니까? 나는 당신의 말을 듣고 피곤하고 지금은 더 이상 듣고 싶지 않습니다.
dlga_convince_persuade:convince_accept|알았어 당신은 저를 설득했습니다. 나는 당신이 제안한 것을 계속할 것입니다.
dlga_convince_persuade:convince_options|당신은 요점 {playername}을 인정합니다. 그러나 나는 당신이 입찰 할 때 아직해야한다고 확신하지 않습니다.
dlga_convince_persuade:convince_options.1|충분히 {playername}. 당신은 많은 주장을 가지고 있지만, 나는 그들 중 어느 것도 진정으로 설득력있는 것을 찾지 못했습니다. 나는 내가 전에 말한 것을 기다립니다.
dlga_convince_persuade:convince_options.2|사실, {playername}, 나는 당신의 추론의 미덕을 보지 못합니다. 당신이 요구하는 것은 이전보다 훨씬 덜 이해가됩니다.
dlga_start:siege_won_seneschal_1|{reg63? lord : lady} 승리를 축하드립니다. {s1}에 오신 것을 환영합니다. 이 성의 가정 부인 우리는 당신을 섬기고 있습니다.
dlga_siege_won_seneschal_1:siege_won_seneschal_2|당신은 seneschal입니까?
dlga_siege_won_seneschal_2:siege_won_seneschal_3|사실, 내 {reg63? lord : lady}입니다. 저는 항상 {s1}의 마스터를 제 능력 중 어느 쪽이든 최대한 활용했습니다. 따라서 귀하는이 장소의 {reg63? lord : lady} 인 한 내 최고의 충성을 의지 할 수 있습니다. 자, 당신은 나를 seneschal로 계속 유지 하시겠습니까? 나는 당신이 실망하지 않을 것을 약속드립니다.
dlga_siege_won_seneschal_3:siege_won_seneschal_4|글쎄, 당신은 당분간 게시물을 유지할 수 있습니다.
dlga_siege_won_seneschal_3:siege_won_seneschal_4.1|당신은 머물 수 있지만, 나는 당신을주의 깊게 지켜 볼 것입니다.
dlga_siege_won_seneschal_4:siege_won_seneschal_5|감사합니다, {reg63? lord : lady} 내 불신을 신경 쓰지 않으면 성과 관련하여 무엇을하고 싶은지 물어볼 수 있습니까?
dlga_siege_won_seneschal_5:siege_won_seneschal_6|다른 주님 께 판매하겠습니다.
dlga_siege_won_seneschal_5:siege_won_seneschal_6.1|나는 그것을 스스로 주장하려고한다.
dlga_siege_won_seneschal_5:siege_won_seneschal_list_options|나는 많은 생각을하지 않았다. 내 옵션은 무엇입니까?
dlga_siege_won_seneschal_list_options:siege_won_seneschal_list_options_2|우리의 법과 전통에 따르면 여러 가지 중 하나를 수행 할 수 있습니다. 먼저, 수비대를 배치하여 즉각적인 반격으로부터 성을 보호 한 다음 부유 한 영주와 청중을 요청하고 그에게 제안을 부탁 할 수 있습니다. 그것은 깔끔한 가치가 있습니다, 당신을 믿어주세요. 팔고 싶지 않다면, 당신에게 경의를 표할 수있는 대주와 보호자를 찾아야합니다. 왕실 투자와 군대가 없다면 성을 지키는 데 어려움을 겪을 것입니다. 당신과 {s1}은 (는) 군인이 적고 야망이있는 사람이라면 누구에게나 큰 목표가 될 것입니다.
dlga_siege_won_seneschal_list_options_2:siege_won_seneschal_list_options_3|대주와 보호자는 무엇을 의미합니까? 나는이 장소를 내 손으로 이겼다. 다른 사람은 필요 없다!
dlga_siege_won_seneschal_list_options_3:siege_won_seneschal_list_options_4|당연하지, 내 {reg63? lord : lady}. 그러나, 왕의 법령에 의해 확인되지 않는 한, 그 땅의 어떤 주인도성에 대한 귀하의 주장을 인정하지 않을 것입니다. 그들은 {s1}을 (를) 무법자 거점으로 부르며 가능한 한 빨리 당신에게서 가져갈 것입니다. 확실히 당신은 전체 군대에 맞설 수 없습니다.
dlga_siege_won_seneschal_list_options_4:siege_won_seneschal_6|흠. 생각을하겠습니다.
dlga_siege_won_seneschal_6:close_window|{reg63? lord : lady} 님, 매우 기쁩니다. 나는 최선을 다해 당신을 섬기려고 노력하고 있습니다. 이제 언제라도 당신이 저를 더 필요로하는 것을 발견한다면, 나는 위대한 홀에서 당신의 군대에게 성의 부드러운 양도를 주선 할 것입니다.
dlga_start:seneschal_intro_1|좋은 하루 되세요, {reg63? sir : madam}. 나는 당신을 전에 본 적이 없다고 생각합니다. {s1}의 의미로 여러분을 환영합니다.
dlga_seneschal_intro_1:seneschal_intro_1a|만나서 반갑습니다, {s65}.
dlga_seneschal_intro_1a:seneschal_talk|어떻게 도와 드릴까요?
dlga_seneschal_intro_1:seneschal_intro_1b|여기서 정확히 무엇을합니까?
dlga_seneschal_intro_1b:seneschal_talk|아, seneschal의 의무는 많고 좋습니다 {reg63? sir : woman}. 예를 들어, 나는 내 영주에서 임대료를 징수하고, 성의 창고를 관리하고, 지역 농민을 다루고, 성 직원을 돌보고, 수비대를 위해 공급품을 마련합니다. 내 주를 대신하여 군인들에게 명령하는 것을 제외한 모든 것.
dlga_start:seneschal_talk|좋은 하루 되세요, {reg63? sir : madam}.
dlga_seneschal_pretalk:seneschal_talk|다른 거있어?
dlga_start:pop2_remove_equip_confirm|당신은 {s9}를 제거하고 싶습니다. ^ 이것은 우리가 그것들을 얻는 데 드는 비용을 잃어 버릴 것입니다. ^ 당신이 이것을 하시겠습니까, {reg63? Sir : Madam}?
dlga_pop2_remove_equip_confirm:pop2_war_room_menu|예, 필요합니다.
dlga_pop2_remove_equip_confirm:pop2_war_room_menu.1|아니요, 마음이 바뀌 었습니다.
dlga_start:pop2_war_room_menu|나는 단순한 청지기이지만 한 번에 한 항목을 제거, 교체 또는 추가하십시오. 다시 해볼까요?
dlga_start:pop2_war_room_menu.1|새로운 장비가 필요하지 않습니다. 다른 거있어?
dlga_start:pop2_war_room_menu.2|당신은 {s2}를 원합니다. ^ 안타깝게도 이것은 금으로 {reg0}의 비용이 들며 재무부에는 그다지 많지 않습니다. ^ 우리는 더 저렴한 것을 찾겠습니까?
dlga_start:pop2_upgrade_equip_confirm|당신은 {s2}를 원합니다. ^ 이것은 {reg0}의 비용이 들며 {reg1} 일이 소요될 것입니다. ^ 주문 쿼터 마스터에게 알리겠습니까?
dlga_pop2_upgrade_equip_confirm:pop2_war_room_menu|예, 주문하십시오.
dlga_pop2_upgrade_equip_confirm:pop2_war_room_menu.1|아니요, 마음이 바뀌 었습니다.
dlga_start:close_window.26|좋은 날 {playername}. {s9}에 오신 것을 환영합니다. 나는 도시의 Seneschal입니다. 준비가되면이 위치를 관리하는 서비스를 제공합니다.
dlga_start:close_window.27|좋은 날 {playername}. {s9}에 오신 것을 환영합니다. 나는 도시의 Seneschal이며 매일 매일의 임무로 주님을 섬 깁니다. 어쩌면 언젠가는 당신이 불의 주인 일 때, 청지기의 봉사에도 참여할 것입니다.
dlga_start:steward_menu|좋은 하루 내 {reg63? Lord : Lady} {playername}. 내가 당신을 위해 무엇을 할 수 있습니까?
dlga_steward_menu:close_window|감사합니다. 그게 다야.
dlga_steward_menu:pop2_war_room_menu|전쟁 실에 가고 싶습니다.
dlga_steward_menu:pop_diplomacy_menu_sub_tourney|토너먼트를 열자.
dlga_steward_menu:castle_feast|내 사람들의 영혼을 키우기 위해 큰 절기를 개최합시다.
dlga_steward_menu:steward_gossip|귀에 어떤 소식이 전해졌습니까?
dlga_steward_gossip:town_steward_gossip_talk|{s3}
dlga_town_steward_gossip_talk:close_window|아주 좋아요 안녕.
dlga_steward_menu:steward_menu2|한 달 동안 주변 마을에서 모집 할 쿼터 마스터를 보내십시오.
dlga_steward_menu:pop2_loc_status_center|이 위치에 대한 일반적인 보고서를 보내주십시오.
dlga_steward_menu:steward_menu2.1|당신의 기술을 말해주세요.
dlga_steward_menu:steward_menu3|기술 세트를 업데이트 할 수 있도록 교육 세션을 예약하고 싶습니다.
dlga_steward_menu:mine_close_confirm|현재 광산을 닫으시기 바랍니다.
dlga_mine_close_confirm1:steward_menu2|예, 광산을 닫으십시오.
dlga_mine_close_confirm1:steward_menu2.1|아마도 우리는 재고해야 할 것입니다.
dlga_steward_menu1:steward_menu|내 {reg63? Lord : Lady}. 그레이트 홀로 가자
dlga_steward_menu2:steward_menu|아주 좋아요, 제 {reg63? Lord : Lady}. 다른 것이 있습니까?
